워터마크는 저작권 보호, 브랜드 인식 제고, 위조 방지 등 다양한 목적으로 사용됩니다.	ko	none	NONE
Watermarks are used for a variety of purposes, including copyright protection, brand recognition, and forgery prevention.	en	none	NONE
제척은 계약뿐만 아니라 다른 법적 문서에도 포함될 수 있습니다. 예를 들어, 유언장에 제척 조항이 있으면 특정 상황이 발생했을 때 유언장이 무효가 될 수 있습니다.	ko	none	NONE
Preclusion can be included not only in contracts but also in other legal documents. For example, if there is a preclusion clause in a will, the will may be void if a certain event occurs.	en	none	NONE
국제 기구, NGO, 사적 봉사 기구, 계약자들.	ko	none	NONE
International organizations, non-governmental organizations, private voluntary organizations, contractors.	en	none	NONE
데미서블 기간이 만료되면 보험계약은 해지됩니다. 따라서 보험료를 납입하지 않을 경우에는 데미서블 기간 내에 납입하도록 주의해야 합니다.	ko	medium	TERMINATION
If the grace period expires, the insurance contract will be terminated. Therefore, if you do not pay the insurance premium, you should be careful to pay it within the grace period.	en	medium	TERMINATION
안나 니콜 스미스의 변호인이자 남자친구인 하워드 K. 스턴은 스미스의 사망과 자신을 연루시킨 언론사들을 상대로 소송을 제기하기 위해 애틀란타 출신의 한 변호사를 고용했다고 밝혔다.	ko	none	NONE
While at the space station, Simonyi will be conducting a number of experiments, including measuring radiation levels and studying biological organisms inside the lab.	en	none	NONE
"""시엘은 유명한 애니메이션 시리즈 """"흑집사""""의 주인공입니다. 그는 귀족 가문의 12살 소년으로, 악마 세바스찬 미카엘리스와 계약을 맺고 있습니다. 시엘은 부모님을 살해한 범인을 찾기 위해 세바스찬의 도움을 받고 있습니다."""	ko	none	NONE
"""Ciel is the main protagonist of the popular anime series """"Black Butler"""". He is a 12-year-old boy from a noble family who forms a contract with the demon Sebastian Michaelis. Ciel seeks Sebastian's help in finding the person who murdered his parents."""	en	none	NONE
왜냐면 저작권 보호가 잘되어 있는 업계들은 보호가 되어 있지 않은 상태에서는 그런 상황이니까요.	ko	none	NONE
Because right now, those industries with a lot of copyright protection are operating in an atmosphere and they don't know what to do.	en	none	NONE
중재는 분쟁을 신속하고 비용 효율적으로 해결하는 데 도움이 될 수 있습니다. 또한 당사자 간의 관계를 보존하는 데 도움이 될 수 있습니다.	ko	low	ARBITRATION
Mediation can help to resolve disputes quickly and cost-effectively. It can also help to preserve the relationship between the parties.	en	low	ARBITRATION
해고는 직원에게 매우 스트레스가 많은 경험이 될 수 있습니다. 해고된 직원은 혼란스럽고, 화가 나고, 불안해질 수 있습니다. 해고된 직원을 지원하는 것이 중요합니다.	ko	medium	TERMINATION
Termination can be a very stressful experience for employees. Terminated employees may feel confused, angry, and anxious. It is important to be supportive of terminated employees.	en	medium	TERMINATION
2010년에 UNITAID 에서 HIV를 위한 (역주 : 국제의약품구매기구) 약품 특허 공유 연합을 만들었습니다.	ko	none	NONE
In 2010, UNITAID established the Medicines Patent Pool for HIV.	en	none	NONE
소송이 계속 지연되고 있어서 피해자들은 답답함을 금치 못하고 있습니다.	ko	low	LIABILITY
The victims are frustrated by the continued delay in the lawsuit.	en	low	LIABILITY
지난 2003년 테디베어 가방을 멘 한 소년 전사가 라이베리아 수도 몬로비아에서 총을 겨누고 있다 전쟁 지휘관들은 전세계 분쟁 지역 어린이들이 살인 기계가 되도록 강요하고 있다.	ko	high	NONE
"""Warlords are forcing children in conflicts around the world to become killing machines nothing more than what one child advocate calls """"cannon fodder."""	en	high	NONE
회사에서는 직원의 연차를 1년에 최대 20일까지 사용할 수 있게 합니다.	ko	none	NONE
The company allows employees to use up to 20 days of annual leave per year.	en	none	NONE
계약서에는 계약 기간, 금액, 의무 등 중요한 정보가 포함되어 있습니다. 이러한 정보를 신중하게 검토하고 이해하는 것이 중요합니다.	ko	none	NONE
A contract contains important information such as the duration of the contract, the amount of money involved, and the obligations of each party. It is crucial to review and understand this information thoroughly.	en	none	NONE
이 대법원장은 2005년 8월, 대법원장직을 맡기 위해 변호사 업무를 그만두기 전까지 가스 공급업체인 예스코와의 소송에서 외환은행을 대리했었다.	ko	low	NONE
Lee had represented the bank as a lawyer in its first lawsuit against gas supplier Yesco before pulling out to take the Supreme Court job in August last year.	en	low	NONE
인터플레지는 계약 이행을 보장하는 효과적인 방법이 될 수 있지만, 계약서를 신중하게 작성하고 제3자의 신뢰성을 확인하는 것이 중요합니다.	ko	low	ARBITRATION
Interpledges can be an effective way to ensure that a contract is performed, but it is important to carefully draft the contract and to ensure that the third party is reliable.	en	low	ARBITRATION
몇 년 동안 말해온 이들 부부의 연애 이야기는 출판 거래 계약과 앞으로의 영화 제작까지 고무시켰고 TV, 신문, 인터넷을 통해 전세계로 전해졌다.	ko	none	NONE
The two had told their love story for years and years, inspiring a book deal, an upcoming movie, and stories across the globe on television, in papers and on the Internet.	en	none	NONE
수중 비행의 자유를 특허내려는 것이... (박수) ...잘못된 일이라고 생각했기 때문입니다.	ko	none	NONE
It just seems wrong to try and patent -- (Applause) -- the freedom for underwater flight.	en	none	NONE
조정자는 분쟁 당사자 간의 의사소통을 촉진하고, 이해관계를 파악하고, 공통점을 찾아 해결책을 도출하는 데 도움을 줍니다.	ko	none	NONE
A mediator facilitates communication between disputing parties, helps them identify their interests, find common ground, and develop solutions.	en	none	NONE
